"operadora","contrato","campo","formacion_productora","modalidad","vigencia","mes","tipo_prueba","fecha_inicio","fecha_fin","tipo_fluido","petroleo_bbl","gas_ksc","estado"
"Frontera Energy","Cachicamo","Greta Oto","No Reporta","No Reporta","2025","9","Iniciales","2025-02-16T00:00:00.000","2025-02-25T00:00:00.000","No Reporta","0.00","0.00","Inactivo"
"Frontera Energy","Cachicamo","Greta Oto","No Reporta","No Reporta","2025","9","Iniciales","2025-01-16T00:00:00.000","2025-01-25T00:00:00.000","Petróleo","101.60","0.00","Inactivo"
"Geopark Colombia S.A.S.","LLA 123","Saltador","No Reporta","No Reporta","2025","9","Iniciales","2024-10-19T00:00:00.000","2024-10-28T00:00:00.000","No Reporta","0.00","0.00","Inactivo"
"Geopark Colombia S.A.S.","LLA 123","Saltador","No Reporta","No Reporta","2025","9","Iniciales","2024-10-18T00:00:00.000","2024-10-28T00:00:00.000","Petróleo y gas","522.03","0.00","Activo"
"Geopark Colombia S.A.S.","LLA 123","Saltador","No Reporta","No Reporta","2025","9","Iniciales","2025-01-25T00:00:00.000","2025-02-26T00:00:00.000","Petróleo y gas","580.00","1.32","Inactivo"
"Geopark Colombia S.A.S.","LLA 123","Toritos","No Reporta","No Reporta","2025","9","Iniciales","2024-11-26T00:00:00.000","2025-03-10T00:00:00.000","No Reporta","0.00","0.00","Inactivo"
"Geopark Colombia S.A.S.","LLA 123","Toritos","No Reporta","No Reporta","2025","9","Iniciales","2024-07-30T00:00:00.000","2025-04-27T00:00:00.000","Petróleo y gas","2624.43","55.35","Activo"
"Geopark Colombia S.A.S.","LLA 123","Toritos","No Reporta","No Reporta","2025","9","Iniciales","2024-06-10T00:00:00.000","2025-09-30T00:00:00.000","Petróleo y gas","548.00","0.00","Inactivo"
"Geopark Colombia S.A.S.","LLA 87","Zorzal","No Reporta","No Reporta","2025","9","Iniciales","2025-01-12T00:00:00.000","2025-01-19T00:00:00.000","Petróleo y gas","406.78","57.10","Activo"
"Gran Tierra Energy","Alea 1848 A","Rose","No Reporta","No Reporta","2025","9","Iniciales","2025-09-24T00:00:00.000","2025-10-03T00:00:00.000","Petróleo y gas","0.00","0.00","Inactivo"
"Gran Tierra Energy","Chaza","Moqueta","No Reporta","No Reporta","2025","9","Iniciales","2025-04-25T00:00:00.000","2025-06-07T00:00:00.000","Gas","0.00","0.00","Inactivo"
"Green Power Sucursal Colombia","Joropo","Kimbo","No Reporta","No Reporta","2025","9","Iniciales","2025-01-28T00:00:00.000","2025-02-06T00:00:00.000","Petróleo","735.00","0.00","Activo"
"ONGC Videsh","CPO 5","Halcon","No Reporta","No Reporta","2025","9","Iniciales","2024-01-09T00:00:00.000","2024-01-30T00:00:00.000","Petróleo","873.00","0.00","Activo"
"ONGC Videsh","CPO 5","Halcon","No Reporta","No Reporta","2025","9","Iniciales","2023-12-07T00:00:00.000","2024-01-01T00:00:00.000","Petróleo","51.60","0.00","Inactivo"
"ONGC Videsh","CPO 5","La Urraca","No Reporta","No Reporta","2025","9","Iniciales","2024-12-17T00:00:00.000","2024-12-30T00:00:00.000","Petróleo","49.59","0.00","Inactivo"
"Parex Resources","Arauca","Arauca","No Reporta","No Reporta","2025","9","Iniciales","2024-04-18T00:00:00.000","2024-05-02T00:00:00.000","Petróleo y gas","341.30","4615.43","Activo"
"Parex Resources","LLA 74","Barnett","No Reporta","No Reporta","2025","9","Iniciales","2025-04-23T00:00:00.000","2025-06-07T00:00:00.000","Petróleo","645.86","0.00","Activo"
"Parex Resources","LLA 74","Namero","No Reporta","No Reporta","2025","9","Iniciales","2025-09-18T00:00:00.000","2025-09-28T00:00:00.000","Petróleo","0.00","0.00","Activo"
"Parex Resources","LLA 74","Yaguarindí","No Reporta","No Reporta","2025","9","Iniciales","2025-05-20T00:00:00.000","2025-07-23T00:00:00.000","Petróleo","2874.00","0.00","Activo"
"Perenco Colombia Limited","Corocora","Campo exploratorio","No Reporta","No Reporta","2025","9","Iniciales","2024-04-01T00:00:00.000","2024-04-05T00:00:00.000","No Reporta","0.00","0.00","Inactivo"
"Petrobras Colombia","GUA OFF 0","Sirius","No Reporta","No Reporta","2025","9","Iniciales","2025-01-01T00:00:00.000","2025-01-10T00:00:00.000","Gas","0.00","33400.00","Abandonado"
"Petroleos Colombianos S.A.","Tapir","Alberta","No Reporta","No Reporta","2025","9","Iniciales","2024-12-22T00:00:00.000","2025-01-01T00:00:00.000","Petróleo","0.00","0.00","Abandonado"
"Petroleos Colombianos S.A.","Tapir","Alberta","No Reporta","No Reporta","2025","9","Iniciales","2025-01-24T00:00:00.000","2025-02-02T00:00:00.000","Petróleo","726.43","0.00","Activo"
"Petroleos Colombianos S.A.","Tapir","Alberta","No Reporta","No Reporta","2025","9","Iniciales","2025-01-01T00:00:00.000","2025-01-19T00:00:00.000","Petróleo","0.00","0.00","Inactivo"
"SierraCol Energy Arauca","Cosecha","Rex NE","No Reporta","No Reporta","2025","9","Iniciales","2024-01-17T00:00:00.000","2024-02-27T00:00:00.000","Petróleo y gas","3420.00","0.00","Inactivo"
"SierraCol Energy Arauca","Cosecha","Terecay","No Reporta","No Reporta","2025","9","Iniciales","2025-09-08T00:00:00.000","2025-09-19T00:00:00.000","Petróleo y gas","0.00","0.00","Activo"
"SierraCol Energy Arauca","Rondon","Caricare","No Reporta","No Reporta","2025","9","Iniciales","2024-12-21T00:00:00.000","2025-01-24T00:00:00.000","Petróleo y gas","141.68","4.39","Activo"
"Suelopetrol","LLA 61","Barque4","No Reporta","No Reporta","2025","9","Iniciales","2024-06-16T00:00:00.000","2024-06-23T00:00:00.000","Petróleo","29.71","0.00","Inactivo"
"Suelopetrol","LLA 61","Progre3","No Reporta","No Reporta","2025","9","Iniciales","2024-03-27T00:00:00.000","2024-04-09T00:00:00.000","Petróleo","20.14","0.00","Activo"
"Tecpetrol Colombia S.A.","CPO 13","Maute","No Reporta","No Reporta","2025","9","Iniciales","2024-07-27T00:00:00.000","2024-11-26T00:00:00.000","Petróleo","209.73","0.00","Inactivo"
"Vetra Exploracion y Produccion Colombia","LLA 78","Espiguero","No Reporta","No Reporta","2025","9","Iniciales","2025-02-04T00:00:00.000","2025-03-26T00:00:00.000","Petróleo","43.43","0.00","Activo"
"Canacol Energy Colombia","VIM 21","Aguas Vivas","Cienaga de Oro","Explotación","2025","9","Extensas","2024-07-08T00:00:00.000","2025-01-04T00:00:00.000","Gas","0.00","1796.00","Activo"
"Canacol Energy Colombia","VIM 21","Aguas Vivas","Cienaga de Oro","Explotación","2025","9","Extensas","2024-07-08T00:00:00.000","2025-01-04T00:00:00.000","Gas","0.00","0.00","Inactivo"
"Canacol Energy Colombia","VIM 21","Cornamusa","Cienaga de Oro","Explotación","2025","9","Extensas","2024-08-23T00:00:00.000","2025-02-22T00:00:00.000","Gas","0.00","0.00","Inactivo"
"Canacol Energy Colombia","VIM 21","Fresa","Cienaga de Oro","Explotación","2025","9","Extensas","2024-02-16T00:00:00.000","2024-07-10T00:00:00.000","Gas","0.00","0.00","Inactivo"
"Canacol Energy Colombia","VIM 21","Lulo","Cienaga de Oro","Explotación","2025","9","Extensas","2024-06-01T00:00:00.000","2024-11-30T00:00:00.000","Gas","0.00","0.00","Inactivo"
"Clean Energy Resources","SN 9","Magico","Cienaga de Oro","Evaluación","2025","9","Extensas","2025-09-13T00:00:00.000","2026-03-13T00:00:00.000","Gas","0.30","21933.00","Activo"
"CNEOG Sucursal Colombia","VIM 5","Saxofon","Cienaga de Oro / Porquero","Explotación","2025","9","Extensas","2024-04-13T00:00:00.000","2024-10-10T00:00:00.000","Gas","0.00","0.00","Inactivo"
"CNEOG Sucursal Colombia","VIM 44","Borbón","Cienaga de Oro","Evaluación","2025","9","Extensas","2025-08-19T00:00:00.000","2026-02-18T00:00:00.000","Gas","0.00","5746.00","Activo"
"CNEOG Sucursal Colombia","VIM 5","Zamia","Cienaga de Oro","Evaluación","2025","9","Extensas","2025-08-18T00:00:00.000","2026-02-17T00:00:00.000","Gas","0.00","9397.00","Inactivo"
"CNEOG Sucursal Colombia","VIM 33","Dividivi","Cicuco","Evaluación","2025","9","Extensas","2025-09-02T00:00:00.000","2026-02-28T00:00:00.000","Gas","0.00","901.00","Inactivo"
"Ecopetrol S.A.","CPO 9","Lorito","San Fernando","Explotación","2025","9","Extensas","2025-02-05T00:00:00.000","2025-08-04T00:00:00.000","Petróleo y gas","1205.00","118.00","Activo"
"Ecopetrol S.A.","CPO 9","Tinamu","Guadalupe","Evaluación","2025","9","Extensas","2025-02-05T00:00:00.000","2025-08-04T00:00:00.000","Petróleo","0.00","0.00","Inactivo"
"Ecopetrol S.A.","CPO 9","Tinamu","Guadalupe K1","Evaluación","2025","9","Extensas","2025-08-05T00:00:00.000","2026-01-31T00:00:00.000","Petróleo y gas","460.00","18.00","Activo"
"Ecopetrol S.A.","Pijao Potrerillo","Dina Cretaceo","Honda","Explotación","2025","9","Extensas","2025-08-01T00:00:00.000","2026-01-31T00:00:00.000","Petróleo y gas","9.00","1.60","Activo"
"Ecopetrol S.A.","Pijao Potrerillo","Loma larga","Honda","Explotación","2025","9","Extensas","2025-02-12T00:00:00.000","2025-08-12T00:00:00.000","Gas","0.00","258.00","Inactivo"
"Ecopetrol S.A.","Pijao Potrerillo","Loma larga","Honda","Explotación","2025","9","Extensas","2025-06-25T00:00:00.000","2025-12-24T00:00:00.000","Petróleo y gas","10.00","6.60","Activo"
"Geopark Colombia S.A.S.","LLA 123","Saltador","Barco","Evaluación","2025","9","Extensas","2025-08-13T00:00:00.000","2026-02-13T00:00:00.000","Petróleo","121.00","0.00","Activo"
"Geopark Colombia S.A.S.","LLA 123","Saltador","Barco","Evaluación","2025","9","Extensas","2025-04-29T00:00:00.000","2025-12-18T00:00:00.000","Petróleo y gas","1175.00","18.30","Activo"
"Geopark Colombia S.A.S.","LLA 123","Toritos","Barco","Evaluación","2025","9","Extensas","2025-03-22T00:00:00.000","2026-02-16T00:00:00.000","Petróleo y gas","1243.00","81.10","Activo"
"Geopark Colombia S.A.S.","LLA 123","Toritos","Barco","Evaluación","2025","9","Extensas","2025-07-01T00:00:00.000","2025-12-31T00:00:00.000","Petróleo y gas","55.70","6.59","Inactivo"
"Geopark Colombia S.A.S.","LLA 123","Saltador","Barco","Evaluación","2025","9","Extensas","2024-12-17T00:00:00.000","2025-06-17T00:00:00.000","Petróleo y gas","592.00","5.30","Inactivo"
"Geopark Colombia S.A.S.","LLA 123","Toritos","Barco","Evaluación","2025","9","Extensas","2025-05-12T00:00:00.000","2026-01-09T00:00:00.000","Petróleo y gas","1332.00","70.30","Activo"
"Geopark Colombia S.A.S.","LLA 87","Zorzal","Barco","Evaluación","2025","9","Extensas","2025-07-16T00:00:00.000","2025-12-27T00:00:00.000","Petróleo y gas","164.00","23.00","Activo"
"Geopark Colombia S.A.S.","LLA 87","Zorzal","Barco","Evaluación","2025","9","Extensas","2025-07-01T00:00:00.000","2025-12-27T00:00:00.000","Petróleo y gas","0.01","0.00","Inactivo"
"Gran Tierra Energy","Alea 1848 A","Rose","Villeta Arena N","Evaluación","2025","9","Extensas","2024-05-30T00:00:00.000","2024-11-26T00:00:00.000","Petróleo y gas","0.00","0.00","Activo"
"Gran Tierra Energy","CPI Sur Oriente","Cohembi","Pepino","Explotación","2025","9","Extensas","2024-10-26T00:00:00.000","2025-04-24T00:00:00.000","Gas","0.00","0.11","Activo"
"Gran Tierra Energy","PUT 7","Alpha","Pepino","Explotación","2025","9","Extensas","2024-10-29T00:00:00.000","2025-01-31T00:00:00.000","Gas","0.00","0.11","Activo"
"Green Power Sucursal Colombia","Joropo","Kimbo","Mirador","Evaluación","2025","9","Extensas","2025-08-20T00:00:00.000","2026-02-19T00:00:00.000","Petróleo","733.00","0.00","Activo"
"MKMS Enerji Sucursal Colombia","Maria Conchita","Istanbul","Jimol Inferior","Evaluación","2025","9","Extensas","2025-06-01T00:00:00.000","2025-11-21T00:00:00.000","Gas","6.00","6930.00","Activo"
"ONGC Videsh","CPO 5","Halcón","Guadalupe","Evaluación","2025","9","Extensas","2025-07-28T00:00:00.000","2026-01-27T00:00:00.000","Petróleo","461.00","0.00","Activo"
"ONGC Videsh","CPO 5","Halcón","Guadalupe","Evaluación","2025","9","Extensas","2024-07-29T00:00:00.000","2025-01-25T00:00:00.000","Petróleo","0.00","0.00","Inactivo"
"ONGC Videsh","CPO 5","La Urraca","Une","Evaluación","2025","9","Extensas","2025-01-13T00:00:00.000","2025-02-14T00:00:00.000","Petróleo","0.00","0.00","Inactivo"
"Parex Resources","Arauca","Arauca","Une","Explotación","2025","9","Extensas","2024-05-03T00:00:00.000","2024-10-30T00:00:00.000","Petróleo y gas","61.00","607.00","Activo"
"Parex Resources","LLA 74","Barnett","Mirador","Evaluación","2025","9","Extensas","2025-06-17T00:00:00.000","2025-12-17T00:00:00.000","Petróleo","218.00","0.00","Activo"
"Parex Resources","LLA 74","Yaguarundi","Lower Mirador","Evaluación","2025","9","Extensas","2025-06-19T00:00:00.000","2025-12-19T00:00:00.000","Petróleo","541.00","0.00","Activo"
"Parex Resources","LLA 74","Yaguarundi","Upper Mirador","Evaluación","2025","9","Extensas","2025-07-24T00:00:00.000","2026-01-24T00:00:00.000","Petróleo","1058.00","0.00","Activo"
"Parex Resources","LLA 81","Capybara","Carbonera","Evaluación","2025","9","Extensas","2024-12-11T00:00:00.000","2025-03-11T00:00:00.000","Petróleo y gas","0.00","0.00","Inactivo"
"Petroleos Colombianos S.A.","Tapir","Alberta","Guadalupe","Explotación","2025","9","Extensas","2025-02-16T00:00:00.000","2025-08-15T00:00:00.000","Petróleo","170.00","0.00","Activo"
"Petroleos Colombianos S.A.","Tapir","Alberta","Ubaque","Explotación","2025","9","Extensas","2025-02-23T00:00:00.000","2025-08-15T00:00:00.000","Petróleo","60.00","0.00","Activo"
"Petrosantander","Carare las Monas","Corazón","Lisama","Explotación","2025","9","Extensas","2025-03-06T00:00:00.000","2025-09-05T00:00:00.000","Petróleo y gas","26.00","100.00","Activo"
"SierraCol Energy","Chipirón","Bayonero","Upper Carbonera","Explotación","2025","9","Extensas","2024-08-01T00:00:00.000","2025-01-31T00:00:00.000","Petróleo y gas","166.00","1.20","Activo"
"SierraCol Energy","Cosecha","REX NE","Carbonera Inferior","Explotación","2025","9","Extensas","2024-08-28T00:00:00.000","2025-02-28T00:00:00.000","Petróleo y gas","3065.00","174.00","Inactivo"
"SierraCol Energy","Cosecha","Terecay","K2 Gacheta","Evaluación","2025","9","Extensas","2025-09-29T00:00:00.000","2026-03-31T00:00:00.000","Petróleo y gas","0.00","0.00","Activo"
"SierraCol Energy","Cosecha","Terecay","K2A","Explotación","2025","9","Extensas","2024-05-24T00:00:00.000","2024-08-24T00:00:00.000","Petróleo y gas","196.00","16.00","Activo"
"SierraCol Energy","Rondon","Caricare","Carbonera superior","Evaluación","2025","9","Extensas","2025-07-25T00:00:00.000","2026-01-25T00:00:00.000","Petróleo y gas","28.00","3.50","Activo"
"Suelopetrol","LLA 61","Progre3","Carbonera C5B","Evaluación","2025","9","Extensas","2025-09-24T00:00:00.000","2025-11-10T00:00:00.000","Petróleo","70.00","0.00","Activo"
"Tecpetrol Colombia","CPO 13","Maute","Arenas Basales","Evaluación","2025","9","Extensas","2024-11-23T00:00:00.000","2025-11-23T00:00:00.000","Petróleo","0.00","0.00","Inactivo"
"Vetra Exploracion y Produccion Colombia","LLA 78","Espiguero","Carbonera C7","Explotación","2025","9","Extensas","2025-03-29T00:00:00.000","2025-08-16T00:00:00.000","Petróleo","31.00","0.00","Activo"
"Vetra Exploracion y Produccion Colombia","LLA 78","Espiguero","Carbonera C7","Explotación","2025","9","Extensas","2025-05-16T00:00:00.000","2025-08-16T00:00:00.000","Petróleo","18.00","0.00","Inactivo"
"Amerisur Exploracion Colombia","PUT 8","Bienparado","No Reporta","No Reporta","2025","10","Iniciales","2025-01-23T00:00:00.000","2025-02-01T00:00:00.000","No Reporta","0.00","0.00","Inactivo"
"Amerisur Exploracion Colombia","PUT 8","Bienparado","No Reporta","No Reporta","2025","10","Iniciales","2025-03-25T00:00:00.000","2025-04-03T00:00:00.000","Petróleo","715.54","0.00","Inactivo"
"Canacol Energy Colombia","VIM 44","Borbón","No Reporta","No Reporta","2025","10","Iniciales","2025-07-28T00:00:00.000","2025-08-06T00:00:00.000","Gas","0.00","830.00","Activo"
"Canacol Energy Colombia","VIM 44","Borbón","No Reporta","No Reporta","2025","10","Iniciales","2025-09-07T00:00:00.000","2025-09-30T00:00:00.000","Gas","0.00","4400.00","Inactivo"
"Canacol Energy Colombia","VIM 5","Zamia","No Reporta","No Reporta","2025","10","Iniciales","2025-07-25T00:00:00.000","2025-08-02T00:00:00.000","Gas","0.00","2250.00","Inactivo"
"Canacol Energy Colombia","VIM 21","Chibigui","No Reporta","No Reporta","2025","10","Iniciales","2025-03-26T00:00:00.000","2025-04-04T00:00:00.000","Gas","0.00","0.00","Inactivo"
"Captiva Resources LLC","SN 26","Pilón","No Reporta","No Reporta","2025","10","Iniciales","2025-06-11T00:00:00.000","2025-08-14T00:00:00.000","Gas","0.00","5767.00","Inactivo"
"CNEOG Sucursal Colombia","Esperanza","Palmer","No Reporta","No Reporta","2025","10","Iniciales","2024-11-23T00:00:00.000","2024-11-30T00:00:00.000","Gas","0.00","2999.26","Inactivo"
"CNEOG Sucursal Colombia","Joropo","Kimbo","No Reporta","No Reporta","2025","10","Iniciales","2024-11-26T00:00:00.000","2025-01-18T00:00:00.000","Petróleo","1329.40","0.00","Activo"
"CNEOG Sucursal Colombia","VIM 21","Arandala","No Reporta","No Reporta","2025","10","Iniciales","2024-04-15T00:00:00.000","2024-05-09T00:00:00.000","Gas","0.00","9019.00","Activo"
"CNEOG Sucursal Colombia","VIM 21","Arandala","No Reporta","No Reporta","2025","10","Iniciales","2024-12-10T00:00:00.000","2024-12-17T00:00:00.000","Gas","0.00","4213.60","Inactivo"
"CNEOG Sucursal Colombia","VIM 21","Breva","No Reporta","No Reporta","2025","10","Iniciales","2024-03-21T00:00:00.000","2024-03-27T00:00:00.000","Gas","0.00","8179.00","Inactivo"
"Ecopetrol S.A.","Apiay","Pachaquiaro","No Reporta","No Reporta","2025","10","Iniciales","2024-08-01T00:00:00.000","2024-08-28T00:00:00.000","Petróleo","93.84","0.00","Inactivo"
"Ecopetrol S.A.","Uribante","Oripaya","No Reporta","No Reporta","2025","10","Iniciales","2024-01-10T00:00:00.000","2024-01-18T00:00:00.000","Gas","0.00","0.00","Abandonado"
"Ecopetrol S.A.","VMM 32","Bufalo","No Reporta","No Reporta","2025","10","Iniciales","2024-03-21T00:00:00.000","2024-03-27T00:00:00.000","No Reporta","0.00","0.00","Abandonado"
"Frontera Energy","Cachicamo","Greta Oto","No Reporta","No Reporta","2025","10","Iniciales","2025-02-16T00:00:00.000","2025-02-25T00:00:00.000","No Reporta","0.00","0.00","Inactivo"
"Frontera Energy","Cachicamo","Greta Oto","No Reporta","No Reporta","2025","10","Iniciales","2025-01-16T00:00:00.000","2025-01-25T00:00:00.000","Petróleo","101.60","0.00","Inactivo"
"Geopark Colombia S.A.S.","LLA 123","Saltador","No Reporta","No Reporta","2025","10","Iniciales","2024-10-19T00:00:00.000","2024-10-28T00:00:00.000","No Reporta","0.00","0.00","Inactivo"
"Geopark Colombia S.A.S.","LLA 123","Saltador","No Reporta","No Reporta","2025","10","Iniciales","2024-10-18T00:00:00.000","2024-10-28T00:00:00.000","Petróleo y gas","522.03","0.00","Activo"
"Geopark Colombia S.A.S.","LLA 123","Saltador","No Reporta","No Reporta","2025","10","Iniciales","2025-01-25T00:00:00.000","2025-02-26T00:00:00.000","Petróleo y gas","580.00","1.32","Inactivo"
"Geopark Colombia S.A.S.","LLA 123","Toritos","No Reporta","No Reporta","2025","10","Iniciales","2024-11-26T00:00:00.000","2025-03-10T00:00:00.000","No Reporta","0.00","0.00","Inactivo"
"Geopark Colombia S.A.S.","LLA 123","Toritos","No Reporta","No Reporta","2025","10","Iniciales","2024-07-30T00:00:00.000","2025-06-26T00:00:00.000","Petróleo y gas","2624.43","55.35","Activo"
"Geopark Colombia S.A.S.","LLA 123","Toritos","No Reporta","No Reporta","2025","10","Iniciales","2024-06-10T00:00:00.000","2025-10-21T00:00:00.000","Petróleo y gas","548.00","0.00","Inactivo"
"Geopark Colombia S.A.S.","LLA 87","Zorzal","No Reporta","No Reporta","2025","10","Iniciales","2025-01-12T00:00:00.000","2025-01-19T00:00:00.000","Petróleo y gas","406.78","57.10","Activo"
"Gran Tierra Energy","Alea 1848 A","Rose","No Reporta","No Reporta","2025","10","Iniciales","2025-09-24T00:00:00.000","2025-10-03T00:00:00.000","Petróleo y gas","0.00","0.00","Inactivo"
"Gran Tierra Energy","Chaza","Moqueta","No Reporta","No Reporta","2025","10","Iniciales","2025-04-25T00:00:00.000","2025-06-07T00:00:00.000","Gas","0.00","0.00","Inactivo"
"Green Power Sucursal Colombia","Joropo","Kimbo","No Reporta","No Reporta","2025","10","Iniciales","2025-01-28T00:00:00.000","2025-02-06T00:00:00.000","Petróleo","735.00","0.00","Activo"
"MKMS Enerji","Maria Conchita","Istanbul","No Reporta","No Reporta","2025","10","Iniciales","2025-10-10T00:00:00.000","2025-10-19T00:00:00.000","Gas","0.00","0.00","Inactivo"
"ONGC Videsh","CPO 5","Halcon","No Reporta","No Reporta","2025","10","Iniciales","2024-01-09T00:00:00.000","2024-01-30T00:00:00.000","Petróleo","873.00","0.00","Activo"
"ONGC Videsh","CPO 5","Halcon","No Reporta","No Reporta","2025","10","Iniciales","2023-12-07T00:00:00.000","2024-01-01T00:00:00.000","Petróleo","51.60","0.00","Inactivo"
"ONGC Videsh","CPO 5","La Urraca","No Reporta","No Reporta","2025","10","Iniciales","2024-12-17T00:00:00.000","2024-12-30T00:00:00.000","Petróleo","49.59","0.00","Inactivo"
"Parex Resources","Arauca","Arauca","No Reporta","No Reporta","2025","10","Iniciales","2024-04-18T00:00:00.000","2024-05-02T00:00:00.000","Petróleo y gas","341.30","4615.43","Activo"
"Parex Resources","LLA 74","Barnett","No Reporta","No Reporta","2025","10","Iniciales","2025-04-23T00:00:00.000","2025-06-07T00:00:00.000","Petróleo","645.86","0.00","Activo"
"Parex Resources","LLA 74","Namero","No Reporta","No Reporta","2025","10","Iniciales","2025-09-18T00:00:00.000","2025-10-29T00:00:00.000","Petróleo","2495.70","0.00","Activo"
"Parex Resources","LLA 74","Yaguarindí","No Reporta","No Reporta","2025","10","Iniciales","2025-05-20T00:00:00.000","2025-07-23T00:00:00.000","Petróleo","2874.00","0.00","Activo"
"Perenco Colombia Limited","Corocora","Campo exploratorio","No Reporta","No Reporta","2025","10","Iniciales","2024-04-01T00:00:00.000","2024-04-05T00:00:00.000","No Reporta","0.00","0.00","Inactivo"
"Petrobras Colombia","GUA OFF 0","Sirius","No Reporta","No Reporta","2025","10","Iniciales","2025-01-01T00:00:00.000","2025-01-10T00:00:00.000","Gas","0.00","33400.00","Abandonado"
"Petroleos Colombianos S.A.","Tapir","Alberta","No Reporta","No Reporta","2025","10","Iniciales","2024-12-22T00:00:00.000","2025-01-01T00:00:00.000","Petróleo","0.00","0.00","Abandonado"
"Petroleos Colombianos S.A.","Tapir","Alberta","No Reporta","No Reporta","2025","10","Iniciales","2025-01-01T00:00:00.000","2025-01-22T00:00:00.000","Petróleo","576.14","0.00","Activo"
"Petroleos Colombianos S.A.","Tapir","Alberta","No Reporta","No Reporta","2025","10","Iniciales","2025-01-01T00:00:00.000","2025-02-02T00:00:00.000","Petróleo","150.29","0.00","Inactivo"
"SierraCol Energy Arauca","Cosecha","Rex NE","No Reporta","No Reporta","2025","10","Iniciales","2024-01-17T00:00:00.000","2024-02-27T00:00:00.000","Petróleo y gas","3420.00","0.00","Activo"
"SierraCol Energy Arauca","Cosecha","Terecay","No Reporta","No Reporta","2025","10","Iniciales","2025-09-08T00:00:00.000","2025-09-28T00:00:00.000","Petróleo y gas","545.00","43.65","Activo"
"SierraCol Energy Arauca","Rondon","Caricare","No Reporta","No Reporta","2025","10","Iniciales","2024-12-21T00:00:00.000","2025-01-24T00:00:00.000","Petróleo y gas","141.68","4.39","Activo"
"Suelopetrol","LLA 61","Barque4","No Reporta","No Reporta","2025","10","Iniciales","2024-06-16T00:00:00.000","2024-06-23T00:00:00.000","Petróleo","29.71","0.00","Inactivo"
"Suelopetrol","LLA 61","Progre3","No Reporta","No Reporta","2025","10","Iniciales","2024-03-27T00:00:00.000","2024-04-09T00:00:00.000","Petróleo","20.14","0.00","Activo"
"Tecpetrol Colombia S.A.","CPO 13","Maute","No Reporta","No Reporta","2025","10","Iniciales","2024-07-27T00:00:00.000","2024-11-26T00:00:00.000","Petróleo","209.73","0.00","Inactivo"
"Vetra Exploracion y Produccion Colombia","LLA 78","Espiguero","No Reporta","No Reporta","2025","10","Iniciales","2025-02-04T00:00:00.000","2025-03-26T00:00:00.000","Petróleo","43.43","0.00","Activo"
"Canacol Energy Colombia","VIM 21","Aguas Vivas","Cienaga de Oro","Explotación","2025","10","Extensas","2024-07-08T00:00:00.000","2025-01-04T00:00:00.000","Gas","0.00","1614.30","Inactivo"
"Canacol Energy Colombia","VIM 21","Cornamusa","Cienaga de Oro","Explotación","2025","10","Extensas","2024-08-23T00:00:00.000","2025-02-22T00:00:00.000","Gas","0.00","0.00","Inactivo"
"Canacol Energy Colombia","VIM 21","Fresa","Cienaga de Oro","Explotación","2025","10","Extensas","2024-02-16T00:00:00.000","2024-07-10T00:00:00.000","Gas","0.00","177.00","Inactivo"
"Canacol Energy Colombia","VIM 21","Lulo","Cienaga de Oro","Explotación","2025","10","Extensas","2024-06-01T00:00:00.000","2024-11-30T00:00:00.000","Gas","0.00","0.00","Inactivo"
"Clean Energy Resources","SN 9","Magico","Cienaga de Oro","Evaluación","2025","10","Extensas","2025-09-13T00:00:00.000","2026-03-13T00:00:00.000","Gas","0.00","23333.50","Activo"
"CNEOG Sucursal Colombia","VIM 5","Saxofon","Cienaga de Oro / Porquero","Explotación","2025","10","Extensas","2024-04-13T00:00:00.000","2024-10-10T00:00:00.000","Gas","0.00","0.00","Inactivo"
"CNEOG Sucursal Colombia","VIM 44","Borbón","Cienaga de Oro","Evaluación","2025","10","Extensas","2025-08-19T00:00:00.000","2026-02-18T00:00:00.000","Gas","0.00","8262.50","Activo"
"CNEOG Sucursal Colombia","VIM 44","Borbón","Cienaga de Oro","Evaluación","2025","10","Extensas","2025-10-01T00:00:00.000","2026-04-30T00:00:00.000","Gas","0.00","2012.23","Inactivo"
"CNEOG Sucursal Colombia","VIM 5","Zamia","Cienaga de Oro","Evaluación","2025","10","Extensas","2025-08-18T00:00:00.000","2026-02-17T00:00:00.000","Gas","0.00","9401.60","Inactivo"
"CNEOG Sucursal Colombia","VIM 33","Dividivi","Cicuco","Evaluación","2025","10","Extensas","2025-09-02T00:00:00.000","2026-02-28T00:00:00.000","Gas","0.00","0.00","Inactivo"
"Ecopetrol S.A.","CPO 9","Lorito","San Fernando","Explotación","2025","10","Extensas","2025-02-05T00:00:00.000","2025-08-04T00:00:00.000","Petróleo y gas","1164.00","138.20","Activo"
"Ecopetrol S.A.","CPO 9","Tinamu","Guadalupe","Evaluación","2025","10","Extensas","2025-02-05T00:00:00.000","2025-08-04T00:00:00.000","Petróleo","0.00","0.00","Inactivo"
"Ecopetrol S.A.","CPO 9","Tinamu","Guadalupe K1","Evaluación","2025","10","Extensas","2025-08-05T00:00:00.000","2026-01-31T00:00:00.000","Petróleo y gas","463.00","19.75","Activo"
"Ecopetrol S.A.","Pijao Potrerillo","Dina Cretaceo","Honda","Explotación","2025","10","Extensas","2025-08-01T00:00:00.000","2026-01-31T00:00:00.000","Petróleo y gas","9.70","1.80","Activo"
